#MPI Processes | Time/step [s] | Two body/step [s] | Shake/step [s] | LinkedLists/step [s]
1 1.240 0.396 0.106 0.273
2 0.853 0.362 0.085 0.119
4 0.647 0.347 0.079 0.069
6 0.607 0.375 0.062 0.055
8 0.593 0.399 0.058 0.044
10 0.680 0.484 0.056 0.047
12 0.687 0.533 0.045 0.038
16 0.807 0.650 0.059 0.043
20 0.947 0.798 0.052 0.037
24 1.013 0.891 0.042 0.029
