#MPI Processes | Time/step [s] | Two body/step [s] | Shake/step [s] | LinkedLists/step [s]
2 0.895 0.312 0.077 0.150
4 0.601 0.249 0.076 0.089
8 0.501 0.245 0.080 0.066
10 0.525 0.270 0.086 0.059
16 0.534 0.322 0.080 0.051
20 0.537 0.354 0.073 0.044
