#OMP | Time/step [s] | eff | metal | eff | two body | eff | lists | eff
1 0.1261 1.0000 0.0249 1.0000 0.0484 1.0000 0.0460 1.0000
2 0.0724 0.8713 0.0140 0.8912 0.0260 0.9298 0.0255 0.9010
4 0.0442 0.7137 0.0080 0.7764 0.0139 0.8683 0.0154 0.7489
8 0.0279 0.5649 0.0048 0.6480 0.0074 0.8226 0.0088 0.6540
10 0.0246 0.5125 0.0042 0.5941 0.0060 0.8065 0.0074 0.6178
