#MPI | Time/step [s] | eff | metal | eff | two body | eff | lists | eff
1 0.2290 1.0000 0.0450 1.0000 0.0947 1.0000 0.0787 1.0000
2 0.1204 0.9508 0.0228 0.9856 0.0476 0.9946 0.0428 0.9188
4 0.0640 0.8949 0.0118 0.9574 0.0242 0.9785 0.0237 0.8300
8 0.0340 0.8425 0.0061 0.9167 0.0124 0.9579 0.0131 0.7512
10 0.0284 0.8066 0.0052 0.8639 0.0103 0.9176 0.0107 0.7352
16 0.0202 0.7095 0.0034 0.8334 0.0065 0.9167 0.0085 0.5806
20 0.0155 0.7399 0.0028 0.8061 0.0053 0.8979 0.0059 0.6646
