#OMP | Time/step [s] | eff | two body | eff | shake | eff | lists | eff
1 3.2396 1.0000 0.8553 1.0000 1.1369 1.0000 0.6868 1.0000
2 2.0487 0.7906 0.4402 0.9714 0.5733 0.9915 0.4765 0.7206
4 1.4286 0.5669 0.2232 0.9579 0.2894 0.9820 0.3650 0.4704
8 1.1201 0.3615 0.1144 0.9344 0.1480 0.9601 0.3085 0.2782
10 1.0612 0.3053 0.0934 0.9156 0.1197 0.9501 0.2981 0.2304
16 0.9690 0.2090 0.0604 0.8848 0.0779 0.9119 0.2811 0.1527
20 0.9444 0.1715 0.0491 0.8710 0.0644 0.8820 0.2752 0.1248
